;pca_features;topic;pca_x;pca_y
44;[0.09383753376883132,0.06124166039750291];faculty;0.09383753376883132;0.06124166039750291
45;[0.219949527616704,-0.17695709805456686];faculty;0.219949527616704;-0.17695709805456686
46;[0.219949527616704,-0.17695709805456686];faculty;0.219949527616704;-0.17695709805456686
47;[0.219949527616704,-0.17695709805456686];faculty;0.219949527616704;-0.17695709805456686
48;[0.219949527616704,-0.17695709805456686];faculty;0.219949527616704;-0.17695709805456686
49;[0.219949527616704,-0.17695709805456686];faculty;0.219949527616704;-0.17695709805456686
50;[0.219949527616704,-0.17695709805456686];faculty;0.219949527616704;-0.17695709805456686
51;[0.219949527616704,-0.17695709805456686];faculty;0.219949527616704;-0.17695709805456686
52;[0.219949527616704,-0.17695709805456686];faculty;0.219949527616704;-0.17695709805456686
53;[0.2828622861364532,-0.5067772230031832];program;0.2828622861364532;-0.5067772230031832
54;[0.2828622861364532,-0.5067772230031832];program;0.2828622861364532;-0.5067772230031832
55;[0.2828622861364532,-0.5067772230031832];program;0.2828622861364532;-0.5067772230031832
56;[0.2828622861364532,-0.5067772230031832];program;0.2828622861364532;-0.5067772230031832
57;[0.2828622861364532,-0.5067772230031832];program;0.2828622861364532;-0.5067772230031832
58;[0.2828622861364532,-0.5067772230031832];program;0.2828622861364532;-0.5067772230031832
59;[0.2828622861364532,-0.5067772230031832];program;0.2828622861364532;-0.5067772230031832
60;[0.2828622861364532,-0.5067772230031832];program;0.2828622861364532;-0.5067772230031832
61;[0.2828622861364532,-0.5067772230031832];program;0.2828622861364532;-0.5067772230031832
62;[0.3188588522154895,-0.5033602167716051];program;0.3188588522154895;-0.5033602167716051
63;[0.3188588522154895,-0.5033602167716051];program;0.3188588522154895;-0.5033602167716051
64;[0.3188588522154895,-0.5033602167716051];program;0.3188588522154895;-0.5033602167716051
65;[0.3188588522154895,-0.5033602167716051];program;0.3188588522154895;-0.5033602167716051
66;[0.3188588522154895,-0.5033602167716051];program;0.3188588522154895;-0.5033602167716051
67;[0.3188588522154895,-0.5033602167716051];program;0.3188588522154895;-0.5033602167716051
68;[0.3188588522154895,-0.5033602167716051];program;0.3188588522154895;-0.5033602167716051
69;[0.3188588522154895,-0.5033602167716051];program;0.3188588522154895;-0.5033602167716051
70;[0.3188588522154895,-0.5033602167716051];program;0.3188588522154895;-0.5033602167716051
71;[0.12303556546002889,-0.3495211986479371];faculty;0.12303556546002889;-0.3495211986479371
72;[0.12303556546002889,-0.3495211986479371];faculty;0.12303556546002889;-0.3495211986479371
73;[0.12303556546002889,-0.3495211986479371];faculty;0.12303556546002889;-0.3495211986479371
74;[0.12303556546002889,-0.3495211986479371];faculty;0.12303556546002889;-0.3495211986479371
75;[0.12303556546002889,-0.3495211986479371];faculty;0.12303556546002889;-0.3495211986479371
76;[0.12303556546002889,-0.3495211986479371];faculty;0.12303556546002889;-0.3495211986479371
77;[0.12303556546002889,-0.3495211986479371];faculty;0.12303556546002889;-0.3495211986479371
78;[0.12303556546002889,-0.3495211986479371];faculty;0.12303556546002889;-0.3495211986479371
79;[0.1946274526848042,0.043078944043105];faculty;0.1946274526848042;0.043078944043105
80;[0.1946274526848042,0.043078944043105];faculty;0.1946274526848042;0.043078944043105
81;[0.1946274526848042,0.043078944043105];faculty;0.1946274526848042;0.043078944043105
82;[0.1946274526848042,0.043078944043105];faculty;0.1946274526848042;0.043078944043105
83;[0.1946274526848042,0.043078944043105];faculty;0.1946274526848042;0.043078944043105
84;[0.1946274526848042,0.043078944043105];faculty;0.1946274526848042;0.043078944043105
85;[0.1946274526848042,0.043078944043105];faculty;0.1946274526848042;0.043078944043105
86;[0.1946274526848042,0.043078944043105];faculty;0.1946274526848042;0.043078944043105
87;[0.1946274526848042,0.043078944043105];faculty;0.1946274526848042;0.043078944043105
88;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
89;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
90;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
91;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
92;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
93;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
94;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
95;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
96;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
97;[0.2447693810085827,-0.3914085678772561];program;0.2447693810085827;-0.3914085678772561
98;[0.29723435274664134,-0.1883821259498064];faculty;0.29723435274664134;-0.1883821259498064
99;[0.29723435274664134,-0.1883821259498064];faculty;0.29723435274664134;-0.1883821259498064
100;[0.29723435274664134,-0.1883821259498064];faculty;0.29723435274664134;-0.1883821259498064
101;[0.29723435274664134,-0.1883821259498064];faculty;0.29723435274664134;-0.1883821259498064
102;[0.29723435274664134,-0.1883821259498064];faculty;0.29723435274664134;-0.1883821259498064
103;[0.29723435274664134,-0.1883821259498064];faculty;0.29723435274664134;-0.1883821259498064
104;[0.29723435274664134,-0.1883821259498064];faculty;0.29723435274664134;-0.1883821259498064
105;[0.12573211060732156,0.23201610516649834];faculty;0.12573211060732156;0.23201610516649834
106;[0.12573211060732156,0.23201610516649834];faculty;0.12573211060732156;0.23201610516649834
107;[0.12573211060732156,0.23201610516649834];faculty;0.12573211060732156;0.23201610516649834
108;[0.12573211060732156,0.23201610516649834];faculty;0.12573211060732156;0.23201610516649834
109;[0.12573211060732156,0.23201610516649834];faculty;0.12573211060732156;0.23201610516649834
110;[0.12573211060732156,0.23201610516649834];faculty;0.12573211060732156;0.23201610516649834
111;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
112;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
113;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
114;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
115;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
116;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
117;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
118;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
119;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
120;[0.01953718014966775,0.2550250535634479];faculty;0.01953718014966775;0.2550250535634479
121;[0.18188113127008942,0.013356862760855178];faculty;0.18188113127008942;0.013356862760855178
122;[0.18188113127008942,0.013356862760855178];faculty;0.18188113127008942;0.013356862760855178
123;[0.18188113127008942,0.013356862760855178];faculty;0.18188113127008942;0.013356862760855178
124;[0.18188113127008942,0.013356862760855178];faculty;0.18188113127008942;0.013356862760855178
125;[0.18188113127008942,0.013356862760855178];faculty;0.18188113127008942;0.013356862760855178
126;[0.18188113127008942,0.013356862760855178];faculty;0.18188113127008942;0.013356862760855178
127;[0.18188113127008942,0.013356862760855178];faculty;0.18188113127008942;0.013356862760855178
128;[0.18188113127008942,0.013356862760855178];faculty;0.18188113127008942;0.013356862760855178
129;[0.18188113127008942,0.013356862760855178];faculty;0.18188113127008942;0.013356862760855178
130;[0.03710959544206219,-0.28567450338954314];experience;0.03710959544206219;-0.28567450338954314
131;[0.03710959544206219,-0.28567450338954314];experience;0.03710959544206219;-0.28567450338954314
132;[0.03710959544206219,-0.28567450338954314];experience;0.03710959544206219;-0.28567450338954314
133;[0.03710959544206219,-0.28567450338954314];experience;0.03710959544206219;-0.28567450338954314
134;[0.03710959544206219,-0.28567450338954314];experience;0.03710959544206219;-0.28567450338954314
135;[0.03710959544206219,-0.28567450338954314];experience;0.03710959544206219;-0.28567450338954314
136;[0.03710959544206219,-0.28567450338954314];experience;0.03710959544206219;-0.28567450338954314
137;[0.03710959544206219,-0.28567450338954314];experience;0.03710959544206219;-0.28567450338954314
138;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
139;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
140;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
141;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
142;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
143;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
144;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
145;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
146;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
147;[-0.02359973436268374,-0.2987673170956185];experience;-0.02359973436268374;-0.2987673170956185
148;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
149;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
150;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
151;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
152;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
153;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
154;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
155;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
156;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
157;[0.17190200977197917,-0.5182687088417187];program;0.17190200977197917;-0.5182687088417187
158;[0.08767363573839793,-0.27927813731644363];program;0.08767363573839793;-0.27927813731644363
159;[0.08767363573839793,-0.27927813731644363];program;0.08767363573839793;-0.27927813731644363
160;[0.08767363573839793,-0.27927813731644363];program;0.08767363573839793;-0.27927813731644363
161;[0.08767363573839793,-0.27927813731644363];program;0.08767363573839793;-0.27927813731644363
162;[0.08767363573839793,-0.27927813731644363];program;0.08767363573839793;-0.27927813731644363
163;[0.08767363573839793,-0.27927813731644363];program;0.08767363573839793;-0.27927813731644363
164;[0.08767363573839793,-0.27927813731644363];program;0.08767363573839793;-0.27927813731644363
165;[0.08767363573839793,-0.27927813731644363];program;0.08767363573839793;-0.27927813731644363
166;[0.23538670197958617,-0.3070047295479711];faculty;0.23538670197958617;-0.3070047295479711
167;[0.23538670197958617,-0.3070047295479711];faculty;0.23538670197958617;-0.3070047295479711
168;[0.23538670197958617,-0.3070047295479711];faculty;0.23538670197958617;-0.3070047295479711
169;[0.23538670197958617,-0.3070047295479711];faculty;0.23538670197958617;-0.3070047295479711
170;[0.23538670197958617,-0.3070047295479711];faculty;0.23538670197958617;-0.3070047295479711
171;[0.23538670197958617,-0.3070047295479711];faculty;0.23538670197958617;-0.3070047295479711
172;[0.23538670197958617,-0.3070047295479711];faculty;0.23538670197958617;-0.3070047295479711
173;[0.23538670197958617,-0.3070047295479711];faculty;0.23538670197958617;-0.3070047295479711
174;[0.23538670197958617,-0.3070047295479711];faculty;0.23538670197958617;-0.3070047295479711
175;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
176;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
177;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
178;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
179;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
180;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
181;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
182;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
183;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
184;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
185;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
186;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
187;[0.2868524397570731,-0.1216830168237011];program;0.2868524397570731;-0.1216830168237011
188;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
189;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
190;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
191;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
192;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
193;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
194;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
195;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
196;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
197;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
198;[0.28623829163129955,-0.46256028114604864];program;0.28623829163129955;-0.46256028114604864
199;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
200;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
201;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
202;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
203;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
204;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
205;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
206;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
207;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
208;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
209;[0.3267055148984636,-0.45321043404358513];program;0.3267055148984636;-0.45321043404358513
210;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
211;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
212;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
213;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
214;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
215;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
216;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
217;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
218;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
219;[0.3732811396408512,-0.46820620426080306];program;0.3732811396408512;-0.46820620426080306
220;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
221;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
222;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
223;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
224;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
225;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
226;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
227;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
228;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
229;[0.21355058652948464,-0.4500115385765907];program;0.21355058652948464;-0.4500115385765907
230;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
231;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
232;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
233;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
234;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
235;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
236;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
237;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
238;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
239;[0.1595688623201284,-0.5180392989874132];program;0.1595688623201284;-0.5180392989874132
240;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
241;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
242;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
243;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
244;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
245;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
246;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
247;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
248;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
249;[0.32231115048831194,-0.41440151118888924];program;0.32231115048831194;-0.41440151118888924
250;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
251;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
252;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
253;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
254;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
255;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
256;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
257;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
258;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
259;[0.27013088959873244,-0.49089790123178456];program;0.27013088959873244;-0.49089790123178456
260;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
261;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
262;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
263;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
264;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
265;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
266;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
267;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
268;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
269;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
270;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
271;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
272;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
273;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
274;[0.15442734768968408,0.2658066304271239];faculty;0.15442734768968408;0.2658066304271239
275;[0.290284154439046,-0.379654297809663];program;0.290284154439046;-0.379654297809663
276;[0.290284154439046,-0.379654297809663];program;0.290284154439046;-0.379654297809663
277;[0.290284154439046,-0.379654297809663];program;0.290284154439046;-0.379654297809663
278;[0.290284154439046,-0.379654297809663];program;0.290284154439046;-0.379654297809663
279;[0.290284154439046,-0.379654297809663];program;0.290284154439046;-0.379654297809663
280;[0.290284154439046,-0.379654297809663];program;0.290284154439046;-0.379654297809663
281;[0.290284154439046,-0.379654297809663];program;0.290284154439046;-0.379654297809663
282;[0.290284154439046,-0.379654297809663];program;0.290284154439046;-0.379654297809663
283;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
284;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
285;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
286;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
287;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
288;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
289;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
290;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
291;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
292;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
293;[0.2283549931851545,-0.30521885159904977];program;0.2283549931851545;-0.30521885159904977
294;[0.06792614560336727,-0.3018485690618894];experience;0.06792614560336727;-0.3018485690618894
295;[0.06792614560336727,-0.3018485690618894];experience;0.06792614560336727;-0.3018485690618894
296;[0.06792614560336727,-0.3018485690618894];experience;0.06792614560336727;-0.3018485690618894
297;[0.06792614560336727,-0.3018485690618894];experience;0.06792614560336727;-0.3018485690618894
298;[0.06792614560336727,-0.3018485690618894];experience;0.06792614560336727;-0.3018485690618894
299;[0.06792614560336727,-0.3018485690618894];experience;0.06792614560336727;-0.3018485690618894
300;[0.06792614560336727,-0.3018485690618894];experience;0.06792614560336727;-0.3018485690618894
301;[0.06792614560336727,-0.3018485690618894];experience;0.06792614560336727;-0.3018485690618894
302;[0.06792614560336727,-0.3018485690618894];experience;0.06792614560336727;-0.3018485690618894
303;[0.28873942740454694,-0.40464654314811427];program;0.28873942740454694;-0.40464654314811427
304;[0.28873942740454694,-0.40464654314811427];program;0.28873942740454694;-0.40464654314811427
305;[0.28873942740454694,-0.40464654314811427];program;0.28873942740454694;-0.40464654314811427
306;[0.28873942740454694,-0.40464654314811427];program;0.28873942740454694;-0.40464654314811427
307;[0.28873942740454694,-0.40464654314811427];program;0.28873942740454694;-0.40464654314811427
308;[0.28873942740454694,-0.40464654314811427];program;0.28873942740454694;-0.40464654314811427
309;[0.28873942740454694,-0.40464654314811427];program;0.28873942740454694;-0.40464654314811427
310;[0.28873942740454694,-0.40464654314811427];program;0.28873942740454694;-0.40464654314811427
311;[0.15946671203815785,-0.3399709780885295];program;0.15946671203815785;-0.3399709780885295
312;[0.15946671203815785,-0.3399709780885295];program;0.15946671203815785;-0.3399709780885295
313;[0.15946671203815785,-0.3399709780885295];program;0.15946671203815785;-0.3399709780885295
314;[0.15946671203815785,-0.3399709780885295];program;0.15946671203815785;-0.3399709780885295
315;[0.15946671203815785,-0.3399709780885295];program;0.15946671203815785;-0.3399709780885295
316;[0.15946671203815785,-0.3399709780885295];program;0.15946671203815785;-0.3399709780885295
317;[0.15946671203815785,-0.3399709780885295];program;0.15946671203815785;-0.3399709780885295
318;[0.15946671203815785,-0.3399709780885295];program;0.15946671203815785;-0.3399709780885295
319;[0.39574614111295214,-0.3734993085069088];program;0.39574614111295214;-0.3734993085069088
320;[0.39574614111295214,-0.3734993085069088];program;0.39574614111295214;-0.3734993085069088
321;[0.39574614111295214,-0.3734993085069088];program;0.39574614111295214;-0.3734993085069088
